rank,sequence,airport_A,airport_B,cascade_probability,risk_level
3313,RDM → DFW → LGA,RDM,LGA,0.2559,NORMAL
3314,EWR → DFW → VPS,EWR,VPS,0.2559,NORMAL
3315,EUG → DFW → IND,EUG,IND,0.2559,NORMAL
3316,FSD → DFW → DTW,FSD,DTW,0.2558,NORMAL
3317,LGA → DFW → HSV,LGA,HSV,0.2558,NORMAL
3318,CLE → DFW → DAB,CLE,DAB,0.2558,NORMAL
3319,AMA → DFW → GUC,AMA,GUC,0.2558,NORMAL
3320,BUF → DFW → MCO,BUF,MCO,0.2558,NORMAL
3321,ICT → DFW → IAD,ICT,IAD,0.2558,NORMAL
3322,TUS → DFW → EWR,TUS,EWR,0.2558,NORMAL
3323,DTW → DFW → EWR,DTW,EWR,0.2558,NORMAL
3324,MSN → DFW → SNA,MSN,SNA,0.2558,NORMAL
3325,CLE → DFW → MSY,CLE,MSY,0.2557,NORMAL
3326,SDF → DFW → TVC,SDF,TVC,0.2557,NORMAL
3327,MCI → DFW → IAD,MCI,IAD,0.2557,NORMAL
3328,SBP → DFW → MCO,SBP,MCO,0.2557,NORMAL
3329,DAB → DFW → LAS,DAB,LAS,0.2557,NORMAL
3330,BFL → DFW → MDT,BFL,MDT,0.2557,NORMAL
3331,OMA → DFW → DRO,OMA,DRO,0.2557,NORMAL
3332,AGS → DFW → BUR,AGS,BUR,0.2557,NORMAL
3333,BDL → DFW → DEN,BDL,DEN,0.2557,NORMAL
3334,TUL → DFW → EWR,TUL,EWR,0.2557,NORMAL
3335,EGE → DFW → VPS,EGE,VPS,0.2556,NORMAL
3336,AMA → DFW → LAX,AMA,LAX,0.2556,NORMAL
3337,FSD → DFW → EWR,FSD,EWR,0.2556,NORMAL
3338,DTW → DFW → TPA,DTW,TPA,0.2556,NORMAL
3339,SBP → DFW → ELP,SBP,ELP,0.2556,NORMAL
3340,PHX → DFW → PBI,PHX,PBI,0.2556,NORMAL
3341,BDL → DFW → LAS,BDL,LAS,0.2556,NORMAL
3342,OMA → DFW → SAT,OMA,SAT,0.2556,NORMAL
3343,MDT → DFW → GUC,MDT,GUC,0.2556,NORMAL
3344,BWI → DFW → CLT,BWI,CLT,0.2556,NORMAL
3345,RSW → DFW → LAX,RSW,LAX,0.2556,NORMAL
3346,SAV → DFW → BNA,SAV,BNA,0.2555,NORMAL
3347,DCA → DFW → SAT,DCA,SAT,0.2555,NORMAL
3348,SAV → DFW → JAX,SAV,JAX,0.2555,NORMAL
3349,BZN → DFW → PBI,BZN,PBI,0.2555,NORMAL
3350,MSN → DFW → ATL,MSN,ATL,0.2554,NORMAL
3351,PDX → DFW → SLC,PDX,SLC,0.2554,NORMAL
3352,BUF → DFW → LAX,BUF,LAX,0.2554,NORMAL
3353,GSP → DFW → EWR,GSP,EWR,0.2554,NORMAL
3354,AGS → DFW → DCA,AGS,DCA,0.2554,NORMAL
3355,HSV → DFW → BUR,HSV,BUR,0.2554,NORMAL
3356,FAT → DFW → MCO,FAT,MCO,0.2553,NORMAL
3357,CAE → DFW → FSD,CAE,FSD,0.2553,NORMAL
3358,MSN → DFW → PHX,MSN,PHX,0.2553,NORMAL
3359,KOA → DFW → IAD,KOA,IAD,0.2553,NORMAL
3360,ORF → DFW → SJU,ORF,SJU,0.2552,NORMAL
3361,JAX → DFW → SLC,JAX,SLC,0.2552,NORMAL
3362,SBA → DFW → RSW,SBA,RSW,0.2552,NORMAL
3363,DSM → DFW → AVL,DSM,AVL,0.2552,NORMAL
3364,BDL → DFW → IAD,BDL,IAD,0.2552,NORMAL
3365,ICT → DFW → MSN,ICT,MSN,0.2552,NORMAL
3366,EUG → DFW → MIA,EUG,MIA,0.2551,NORMAL
3367,LAX → DFW → AVL,LAX,AVL,0.2551,NORMAL
3368,VPS → DFW → IAD,VPS,IAD,0.2551,NORMAL
3369,AUS → DFW → PHX,AUS,PHX,0.2551,NORMAL
3370,SBP → DFW → EYW,SBP,EYW,0.2551,NORMAL
3371,SMF → DFW → OKC,SMF,OKC,0.2551,NORMAL
3372,ELP → DFW → RIC,ELP,RIC,0.2551,NORMAL
3373,RDU → DFW → MEM,RDU,MEM,0.2551,NORMAL
3374,ABQ → DFW → ALB,ABQ,ALB,0.255,NORMAL
3375,PHX → DFW → AUS,PHX,AUS,0.255,NORMAL
3376,ANC → DFW → ALB,ANC,ALB,0.255,NORMAL
3377,STL → DFW → SFO,STL,SFO,0.255,NORMAL
3378,STL → DFW → STT,STL,STT,0.2549,NORMAL
3379,IAD → DFW → JAX,IAD,JAX,0.2549,NORMAL
3380,ORD → DFW → LEX,ORD,LEX,0.2549,NORMAL
3381,MSO → DFW → LAS,MSO,LAS,0.2549,NORMAL
3382,EGE → DFW → BUF,EGE,BUF,0.2549,NORMAL
3383,MSN → DFW → MIA,MSN,MIA,0.2548,NORMAL
3384,AUS → DFW → CMH,AUS,CMH,0.2548,NORMAL
3385,HDN → DFW → CLT,HDN,CLT,0.2548,NORMAL
3386,BOS → DFW → EWR,BOS,EWR,0.2548,NORMAL
3387,ILM → DFW → BWI,ILM,BWI,0.2548,NORMAL
3388,RDU → DFW → PHL,RDU,PHL,0.2548,NORMAL
3389,CVG → DFW → ALB,CVG,ALB,0.2548,NORMAL
3390,MCI → DFW → JFK,MCI,JFK,0.2548,NORMAL
3391,IAD → DFW → LAX,IAD,LAX,0.2548,NORMAL
3392,BWI → DFW → PDX,BWI,PDX,0.2547,NORMAL
3393,KOA → DFW → BUR,KOA,BUR,0.2547,NORMAL
3394,SRQ → DFW → MYR,SRQ,MYR,0.2547,NORMAL
3395,TUS → DFW → GRR,TUS,GRR,0.2547,NORMAL
3396,RIC → DFW → BWI,RIC,BWI,0.2547,NORMAL
3397,IAD → DFW → MSO,IAD,MSO,0.2547,NORMAL
3398,GRR → DFW → CLT,GRR,CLT,0.2547,NORMAL
3399,SAV → DFW → EYW,SAV,EYW,0.2547,NORMAL
3400,COS → DFW → OKC,COS,OKC,0.2546,NORMAL
3401,OKC → DFW → JAC,OKC,JAC,0.2546,NORMAL
3402,EGE → DFW → MDT,EGE,MDT,0.2546,NORMAL
3403,MCO → DFW → AUS,MCO,AUS,0.2546,NORMAL
3404,LEX → DFW → MSN,LEX,MSN,0.2546,NORMAL
3405,CAE → DFW → MSP,CAE,MSP,0.2546,NORMAL
3406,IND → DFW → EWR,IND,EWR,0.2545,NORMAL
3407,JAX → DFW → LIT,JAX,LIT,0.2545,NORMAL
3408,SLC → DFW → PDX,SLC,PDX,0.2545,NORMAL
3409,STT → DFW → BUR,STT,BUR,0.2545,NORMAL
3410,CHS → DFW → BWI,CHS,BWI,0.2545,NORMAL
3411,BZN → DFW → LGA,BZN,LGA,0.2545,NORMAL
3412,ORF → DFW → MSY,ORF,MSY,0.2545,NORMAL
3413,OMA → DFW → MSO,OMA,MSO,0.2545,NORMAL
3414,EYW → DFW → MYR,EYW,MYR,0.2545,NORMAL
3415,CID → DFW → LEX,CID,LEX,0.2545,NORMAL
3416,KOA → DFW → MEM,KOA,MEM,0.2544,NORMAL
3417,JAC → DFW → AVL,JAC,AVL,0.2544,NORMAL
3418,CLT → DFW → LEX,CLT,LEX,0.2544,NORMAL
3419,BNA → DFW → DTW,BNA,DTW,0.2544,NORMAL
3420,ELP → DFW → AUS,ELP,AUS,0.2544,NORMAL
3421,DTW → DFW → RSW,DTW,RSW,0.2544,NORMAL
3422,MIA → DFW → PSP,MIA,PSP,0.2544,NORMAL
3423,AUS → DFW → SLC,AUS,SLC,0.2544,NORMAL
3424,HDN → DFW → SYR,HDN,SYR,0.2543,NORMAL
3425,BHM → DFW → TYS,BHM,TYS,0.2543,NORMAL
3426,BDL → DFW → LGA,BDL,LGA,0.2543,NORMAL
3427,MSP → DFW → HNL,MSP,HNL,0.2543,NORMAL
3428,SBP → DFW → LAX,SBP,LAX,0.2543,NORMAL
3429,RNO → DFW → BUR,RNO,BUR,0.2543,NORMAL
3430,FLL → DFW → OKC,FLL,OKC,0.2543,NORMAL
3431,RNO → DFW → BUF,RNO,BUF,0.2543,NORMAL
3432,MSO → DFW → RSW,MSO,RSW,0.2543,NORMAL
3433,PSP → DFW → EWR,PSP,EWR,0.2543,NORMAL
3434,CLT → DFW → CLE,CLT,CLE,0.2543,NORMAL
3435,JAC → DFW → AUS,JAC,AUS,0.2543,NORMAL
3436,OMA → DFW → PHX,OMA,PHX,0.2542,NORMAL
3437,CID → DFW → JAX,CID,JAX,0.2542,NORMAL
3438,TUS → DFW → EUG,TUS,EUG,0.2541,NORMAL
3439,MTJ → DFW → SFO,MTJ,SFO,0.2541,NORMAL
3440,JAX → DFW → GUC,JAX,GUC,0.2541,NORMAL
3441,STT → DFW → ABQ,STT,ABQ,0.2541,NORMAL
3442,CAE → DFW → STS,CAE,STS,0.2541,NORMAL
3443,RDM → DFW → LAS,RDM,LAS,0.2541,NORMAL
3444,SBA → DFW → DTW,SBA,DTW,0.2541,NORMAL
3445,MCO → DFW → LBB,MCO,LBB,0.2541,NORMAL
3446,EYW → DFW → SRQ,EYW,SRQ,0.2541,NORMAL
3447,DCA → DFW → MTJ,DCA,MTJ,0.2541,NORMAL
3448,LGA → DFW → PWM,LGA,PWM,0.254,NORMAL
3449,SMF → DFW → TUL,SMF,TUL,0.254,NORMAL
3450,BZN → DFW → STT,BZN,STT,0.254,NORMAL
3451,AUS → DFW → EUG,AUS,EUG,0.254,NORMAL
3452,IAH → DFW → MIA,IAH,MIA,0.254,NORMAL
3453,MEM → DFW → MSN,MEM,MSN,0.254,NORMAL
3454,PDX → DFW → GUC,PDX,GUC,0.254,NORMAL
3455,TUS → DFW → RIC,TUS,RIC,0.2539,NORMAL
3456,MCI → DFW → AUS,MCI,AUS,0.2539,NORMAL
3457,DSM → DFW → MFE,DSM,MFE,0.2539,NORMAL
3458,DTW → DFW → OMA,DTW,OMA,0.2539,NORMAL
3459,CLE → DFW → SAV,CLE,SAV,0.2539,NORMAL
3460,MSO → DFW → LAX,MSO,LAX,0.2539,NORMAL
3461,GSO → DFW → TPA,GSO,TPA,0.2538,NORMAL
3462,CLT → DFW → STL,CLT,STL,0.2538,NORMAL
3463,MCO → DFW → LAS,MCO,LAS,0.2538,NORMAL
3464,LEX → DFW → GSP,LEX,GSP,0.2538,NORMAL
3465,JFK → DFW → RNO,JFK,RNO,0.2538,NORMAL
3466,SBP → DFW → IAD,SBP,IAD,0.2538,NORMAL
3467,MYR → DFW → SEA,MYR,SEA,0.2538,NORMAL
3468,MIA → DFW → LGA,MIA,LGA,0.2538,NORMAL
3469,BNA → DFW → BHM,BNA,BHM,0.2538,NORMAL
3470,EGE → DFW → MEM,EGE,MEM,0.2538,NORMAL
3471,SYR → DFW → LAX,SYR,LAX,0.2538,NORMAL
3472,ELP → DFW → BUR,ELP,BUR,0.2538,NORMAL
3473,STL → DFW → ORD,STL,ORD,0.2538,NORMAL
3474,SBP → DFW → ABQ,SBP,ABQ,0.2537,NORMAL
3475,TVC → DFW → CLT,TVC,CLT,0.2537,NORMAL
3476,TPA → DFW → IAD,TPA,IAD,0.2537,NORMAL
3477,JAC → DFW → SFO,JAC,SFO,0.2537,NORMAL
3478,ELP → DFW → JAC,ELP,JAC,0.2537,NORMAL
3479,BZN → DFW → AUS,BZN,AUS,0.2537,NORMAL
3480,LGA → DFW → COS,LGA,COS,0.2537,NORMAL
3481,ATL → DFW → LAS,ATL,LAS,0.2537,NORMAL
3482,GRR → DFW → BOS,GRR,BOS,0.2537,NORMAL
3483,VPS → DFW → ALB,VPS,ALB,0.2537,NORMAL
3484,ANC → DFW → EWR,ANC,EWR,0.2537,NORMAL
3485,SBA → DFW → MIA,SBA,MIA,0.2536,NORMAL
3486,EWR → DFW → RDU,EWR,RDU,0.2536,NORMAL
3487,HDN → DFW → ATL,HDN,ATL,0.2536,NORMAL
3488,PHL → DFW → MCO,PHL,MCO,0.2536,NORMAL
3489,JAC → DFW → OMA,JAC,OMA,0.2536,NORMAL
3490,IND → DFW → MDT,IND,MDT,0.2536,NORMAL
3491,LGA → DFW → OGG,LGA,OGG,0.2536,NORMAL
3492,CLT → DFW → SRQ,CLT,SRQ,0.2536,NORMAL
3493,HDN → DFW → EGE,HDN,EGE,0.2536,NORMAL
3494,MEM → DFW → MSY,MEM,MSY,0.2536,NORMAL
3495,FAT → DFW → ATL,FAT,ATL,0.2535,NORMAL
3496,ANC → DFW → ICT,ANC,ICT,0.2535,NORMAL
3497,PBI → DFW → PHX,PBI,PHX,0.2535,NORMAL
3498,IAD → DFW → SAT,IAD,SAT,0.2535,NORMAL
3499,SAN → DFW → AMA,SAN,AMA,0.2535,NORMAL
3500,ICT → DFW → DSM,ICT,DSM,0.2535,NORMAL
3501,MSN → DFW → SAV,MSN,SAV,0.2535,NORMAL
3502,KOA → DFW → JFK,KOA,JFK,0.2535,NORMAL
3503,ICT → DFW → ATL,ICT,ATL,0.2535,NORMAL
3504,SNA → DFW → BHM,SNA,BHM,0.2535,NORMAL
3505,SRQ → DFW → MTJ,SRQ,MTJ,0.2535,NORMAL
3506,SAV → DFW → IAH,SAV,IAH,0.2535,NORMAL
3507,MYR → DFW → CLT,MYR,CLT,0.2534,NORMAL
3508,SNA → DFW → IAD,SNA,IAD,0.2534,NORMAL
3509,FAT → DFW → MDT,FAT,MDT,0.2534,NORMAL
3510,PDX → DFW → LAS,PDX,LAS,0.2534,NORMAL
3511,EWR → DFW → BOI,EWR,BOI,0.2534,NORMAL
3512,BHM → DFW → HDN,BHM,HDN,0.2534,NORMAL
3513,OMA → DFW → ECP,OMA,ECP,0.2533,NORMAL
3514,HSV → DFW → ICT,HSV,ICT,0.2533,NORMAL
3515,AGS → DFW → MSY,AGS,MSY,0.2533,NORMAL
3516,KOA → DFW → MSN,KOA,MSN,0.2533,NORMAL
3517,MSN → DFW → LAS,MSN,LAS,0.2533,NORMAL
3518,SRQ → DFW → FLL,SRQ,FLL,0.2533,NORMAL
3519,SLC → DFW → PHX,SLC,PHX,0.2533,NORMAL
3520,OMA → DFW → GRR,OMA,GRR,0.2533,NORMAL
3521,GRR → DFW → MSY,GRR,MSY,0.2533,NORMAL
3522,GSP → DFW → PHX,GSP,PHX,0.2533,NORMAL
3523,EWR → DFW → DRO,EWR,DRO,0.2533,NORMAL
3524,CMH → DFW → DTW,CMH,DTW,0.2533,NORMAL
3525,CID → DFW → DEN,CID,DEN,0.2532,NORMAL
3526,BFL → DFW → LAS,BFL,LAS,0.2532,NORMAL
3527,RIC → DFW → DSM,RIC,DSM,0.2532,NORMAL
3528,IAD → DFW → BWI,IAD,BWI,0.2532,NORMAL
3529,SBP → DFW → OKC,SBP,OKC,0.2532,NORMAL
3530,MSO → DFW → SAN,MSO,SAN,0.2532,NORMAL
3531,STT → DFW → OMA,STT,OMA,0.2531,NORMAL
3532,MCI → DFW → LIT,MCI,LIT,0.2531,NORMAL
3533,FAT → DFW → JAX,FAT,JAX,0.2531,NORMAL
3534,BNA → DFW → MFE,BNA,MFE,0.2531,NORMAL
3535,GSO → DFW → SEA,GSO,SEA,0.2531,NORMAL
3536,ATL → DFW → EWR,ATL,EWR,0.2531,NORMAL
3537,ORD → DFW → SEA,ORD,SEA,0.2531,NORMAL
3538,EGE → DFW → JAC,EGE,JAC,0.2531,NORMAL
3539,HSV → DFW → MFE,HSV,MFE,0.2531,NORMAL
3540,OMA → DFW → COS,OMA,COS,0.2531,NORMAL
3541,CMH → DFW → RIC,CMH,RIC,0.253,NORMAL
3542,SFO → DFW → LAS,SFO,LAS,0.253,NORMAL
3543,PHX → DFW → ECP,PHX,ECP,0.253,NORMAL
3544,SEA → DFW → SFO,SEA,SFO,0.253,NORMAL
3545,HDN → DFW → PHX,HDN,PHX,0.253,NORMAL
3546,CMH → DFW → LAS,CMH,LAS,0.253,NORMAL
3547,MSN → DFW → VPS,MSN,VPS,0.253,NORMAL
3548,TPA → DFW → RIC,TPA,RIC,0.253,NORMAL
3549,OMA → DFW → AUS,OMA,AUS,0.253,NORMAL
3550,IAD → DFW → FAT,IAD,FAT,0.2529,NORMAL
3551,BNA → DFW → EWR,BNA,EWR,0.2529,NORMAL
3552,EUG → DFW → MEM,EUG,MEM,0.2529,NORMAL
3553,CHS → DFW → SYR,CHS,SYR,0.2529,NORMAL
3554,ILM → DFW → RSW,ILM,RSW,0.2529,NORMAL
3555,EGE → DFW → AMA,EGE,AMA,0.2529,NORMAL
3556,EGE → DFW → MSN,EGE,MSN,0.2529,NORMAL
3557,SBA → DFW → DCA,SBA,DCA,0.2529,NORMAL
3558,SAN → DFW → LBB,SAN,LBB,0.2529,NORMAL
3559,JFK → DFW → EYW,JFK,EYW,0.2529,NORMAL
3560,SNA → DFW → MCO,SNA,MCO,0.2528,NORMAL
3561,SYR → DFW → BWI,SYR,BWI,0.2528,NORMAL
3562,ORD → DFW → GSP,ORD,GSP,0.2528,NORMAL
3563,BNA → DFW → ICT,BNA,ICT,0.2528,NORMAL
3564,AGS → DFW → CAE,AGS,CAE,0.2528,NORMAL
3565,LGA → DFW → LAS,LGA,LAS,0.2528,NORMAL
3566,DTW → DFW → RIC,DTW,RIC,0.2528,NORMAL
3567,BDL → DFW → RIC,BDL,RIC,0.2528,NORMAL
3568,SMF → DFW → SEA,SMF,SEA,0.2528,NORMAL
3569,EGE → DFW → AUS,EGE,AUS,0.2527,NORMAL
3570,ORF → DFW → MSN,ORF,MSN,0.2527,NORMAL
3571,AGS → DFW → SAT,AGS,SAT,0.2527,NORMAL
3572,LGA → DFW → IND,LGA,IND,0.2527,NORMAL
3573,SFO → DFW → DSM,SFO,DSM,0.2527,NORMAL
3574,RSW → DFW → ONT,RSW,ONT,0.2527,NORMAL
3575,CAE → DFW → PNS,CAE,PNS,0.2527,NORMAL
3576,SRQ → DFW → MSO,SRQ,MSO,0.2527,NORMAL
3577,OMA → DFW → RSW,OMA,RSW,0.2527,NORMAL
3578,MCO → DFW → DAB,MCO,DAB,0.2527,NORMAL
3579,CLT → DFW → MSN,CLT,MSN,0.2527,NORMAL
3580,AGS → DFW → ONT,AGS,ONT,0.2527,NORMAL
3581,SYR → DFW → DCA,SYR,DCA,0.2526,NORMAL
3582,JAX → DFW → SAV,JAX,SAV,0.2526,NORMAL
3583,DCA → DFW → PSP,DCA,PSP,0.2526,NORMAL
3584,PNS → DFW → CLE,PNS,CLE,0.2526,NORMAL
3585,RNO → DFW → LAS,RNO,LAS,0.2526,NORMAL
3586,COS → DFW → LAS,COS,LAS,0.2526,NORMAL
3587,SLC → DFW → LEX,SLC,LEX,0.2526,NORMAL
3588,IND → DFW → MCO,IND,MCO,0.2526,NORMAL
3589,MKE → DFW → SAN,MKE,SAN,0.2525,NORMAL
3590,SEA → DFW → SLC,SEA,SLC,0.2525,NORMAL
3591,SMF → DFW → CID,SMF,CID,0.2525,NORMAL
3592,SFO → DFW → CID,SFO,CID,0.2525,NORMAL
3593,RDM → DFW → DCA,RDM,DCA,0.2525,NORMAL
3594,DCA → DFW → ABQ,DCA,ABQ,0.2524,NORMAL
3595,LIT → DFW → ABQ,LIT,ABQ,0.2524,NORMAL
3596,SYR → DFW → MEM,SYR,MEM,0.2524,NORMAL
3597,SRQ → DFW → SDF,SRQ,SDF,0.2524,NORMAL
3598,DSM → DFW → SNA,DSM,SNA,0.2524,NORMAL
3599,IAD → DFW → BDL,IAD,BDL,0.2523,NORMAL
3600,AGS → DFW → PHX,AGS,PHX,0.2523,NORMAL
3601,MCI → DFW → DTW,MCI,DTW,0.2523,NORMAL
3602,BFL → DFW → BUR,BFL,BUR,0.2523,NORMAL
3603,JAC → DFW → BUR,JAC,BUR,0.2523,NORMAL
3604,XNA → DFW → FSD,XNA,FSD,0.2523,NORMAL
3605,RNO → DFW → ECP,RNO,ECP,0.2523,NORMAL
3606,MDT → DFW → BWI,MDT,BWI,0.2523,NORMAL
3607,CAE → DFW → EWR,CAE,EWR,0.2523,NORMAL
3608,OMA → DFW → CMH,OMA,CMH,0.2523,NORMAL
3609,PSP → DFW → MEM,PSP,MEM,0.2522,NORMAL
3610,LEX → DFW → SYR,LEX,SYR,0.2522,NORMAL
3611,AUS → DFW → MEM,AUS,MEM,0.2522,NORMAL
3612,FAT → DFW → MSP,FAT,MSP,0.2522,NORMAL
3613,STT → DFW → MEM,STT,MEM,0.2522,NORMAL
3614,SRQ → DFW → RDU,SRQ,RDU,0.2522,NORMAL
3615,MIA → DFW → CLT,MIA,CLT,0.2522,NORMAL
3616,SYR → DFW → RIC,SYR,RIC,0.2522,NORMAL
3617,OMA → DFW → FAT,OMA,FAT,0.2522,NORMAL
3618,ORD → DFW → BOS,ORD,BOS,0.2521,NORMAL
3619,BHM → DFW → PSP,BHM,PSP,0.2521,NORMAL
3620,CLT → DFW → XNA,CLT,XNA,0.2521,NORMAL
3621,LAX → DFW → COS,LAX,COS,0.2521,NORMAL
3622,OMA → DFW → LGA,OMA,LGA,0.252,NORMAL
3623,SBP → DFW → RSW,SBP,RSW,0.252,NORMAL
3624,MIA → DFW → FLL,MIA,FLL,0.252,NORMAL
3625,LGA → DFW → BOI,LGA,BOI,0.252,NORMAL
3626,DRO → DFW → SFO,DRO,SFO,0.252,NORMAL
3627,DTW → DFW → BWI,DTW,BWI,0.252,NORMAL
3628,BZN → DFW → JAC,BZN,JAC,0.252,NORMAL
3629,BZN → DFW → ONT,BZN,ONT,0.252,NORMAL
3630,SAN → DFW → BUR,SAN,BUR,0.252,NORMAL
3631,CLT → DFW → PIT,CLT,PIT,0.252,NORMAL
3632,EYW → DFW → HDN,EYW,HDN,0.2519,NORMAL
3633,BDL → DFW → FLL,BDL,FLL,0.2519,NORMAL
3634,KOA → DFW → DTW,KOA,DTW,0.2519,NORMAL
3635,LIT → DFW → OMA,LIT,OMA,0.2519,NORMAL
3636,TPA → DFW → CMH,TPA,CMH,0.2519,NORMAL
3637,MSP → DFW → MIA,MSP,MIA,0.2519,NORMAL
3638,IAD → DFW → SDF,IAD,SDF,0.2519,NORMAL
3639,CMH → DFW → IAD,CMH,IAD,0.2519,NORMAL
3640,CVG → DFW → DAB,CVG,DAB,0.2519,NORMAL
3641,EWR → DFW → MSO,EWR,MSO,0.2519,NORMAL
3642,AVL → DFW → SYR,AVL,SYR,0.2518,NORMAL
3643,HSV → DFW → SJU,HSV,SJU,0.2518,NORMAL
3644,SNA → DFW → LAX,SNA,LAX,0.2518,NORMAL
3645,MSN → DFW → ONT,MSN,ONT,0.2518,NORMAL
3646,BOS → DFW → DTW,BOS,DTW,0.2518,NORMAL
3647,XNA → DFW → CHS,XNA,CHS,0.2518,NORMAL
3648,STL → DFW → MEM,STL,MEM,0.2518,NORMAL
3649,EWR → DFW → FAT,EWR,FAT,0.2517,NORMAL
3650,ONT → DFW → RIC,ONT,RIC,0.2517,NORMAL
3651,OGG → DFW → MDT,OGG,MDT,0.2517,NORMAL
3652,MKE → DFW → MSP,MKE,MSP,0.2517,NORMAL
3653,EWR → DFW → MCO,EWR,MCO,0.2517,NORMAL
3654,IAD → DFW → TYS,IAD,TYS,0.2517,NORMAL
3655,MYR → DFW → PHX,MYR,PHX,0.2517,NORMAL
3656,IND → DFW → DTW,IND,DTW,0.2517,NORMAL
3657,CLT → DFW → SEA,CLT,SEA,0.2517,NORMAL
3658,RDU → DFW → BWI,RDU,BWI,0.2516,NORMAL
3659,MRY → DFW → STT,MRY,STT,0.2516,NORMAL
3660,GSP → DFW → LIT,GSP,LIT,0.2516,NORMAL
3661,IAH → DFW → PWM,IAH,PWM,0.2516,NORMAL
3662,DAB → DFW → JAX,DAB,JAX,0.2516,NORMAL
3663,PHL → DFW → LAS,PHL,LAS,0.2516,NORMAL
3664,MCI → DFW → MEM,MCI,MEM,0.2515,NORMAL
3665,BZN → DFW → RSW,BZN,RSW,0.2515,NORMAL
3666,CVG → DFW → STS,CVG,STS,0.2515,NORMAL
3667,BDL → DFW → BWI,BDL,BWI,0.2515,NORMAL
3668,FLL → DFW → SDF,FLL,SDF,0.2515,NORMAL
3669,HSV → DFW → DTW,HSV,DTW,0.2515,NORMAL
3670,LIT → DFW → JAX,LIT,JAX,0.2515,NORMAL
3671,MRY → DFW → MYR,MRY,MYR,0.2515,NORMAL
3672,PIT → DFW → IAH,PIT,IAH,0.2514,NORMAL
3673,LEX → DFW → LAS,LEX,LAS,0.2514,NORMAL
3674,EWR → DFW → BWI,EWR,BWI,0.2514,NORMAL
3675,MTJ → DFW → DTW,MTJ,DTW,0.2514,NORMAL
3676,MEM → DFW → TUL,MEM,TUL,0.2514,NORMAL
3677,AGS → DFW → AUS,AGS,AUS,0.2514,NORMAL
3678,MTJ → DFW → SLC,MTJ,SLC,0.2514,NORMAL
3679,FAT → DFW → LIT,FAT,LIT,0.2514,NORMAL
3680,PNS → DFW → OMA,PNS,OMA,0.2513,NORMAL
3681,RDU → DFW → LAX,RDU,LAX,0.2513,NORMAL
3682,DRO → DFW → BUR,DRO,BUR,0.2513,NORMAL
3683,BOS → DFW → CID,BOS,CID,0.2513,NORMAL
3684,MEM → DFW → DCA,MEM,DCA,0.2513,NORMAL
3685,TVC → DFW → PWM,TVC,PWM,0.2513,NORMAL
3686,BWI → DFW → MCO,BWI,MCO,0.2513,NORMAL
3687,DAB → DFW → DSM,DAB,DSM,0.2513,NORMAL
3688,MYR → DFW → ATL,MYR,ATL,0.2513,NORMAL
3689,SRQ → DFW → RNO,SRQ,RNO,0.2513,NORMAL
3690,SBA → DFW → MCO,SBA,MCO,0.2513,NORMAL
3691,LGA → DFW → MTJ,LGA,MTJ,0.2512,NORMAL
3692,SMF → DFW → MEM,SMF,MEM,0.2512,NORMAL
3693,RDU → DFW → CLT,RDU,CLT,0.2512,NORMAL
3694,KOA → DFW → TUL,KOA,TUL,0.2512,NORMAL
3695,LGA → DFW → PNS,LGA,PNS,0.2512,NORMAL
3696,BFL → DFW → ALB,BFL,ALB,0.2512,NORMAL
3697,MEM → DFW → LBB,MEM,LBB,0.2512,NORMAL
3698,GRR → DFW → SEA,GRR,SEA,0.2512,NORMAL
3699,MRY → DFW → IND,MRY,IND,0.2511,NORMAL
3700,TUL → DFW → ALB,TUL,ALB,0.2511,NORMAL
3701,SEA → DFW → EWR,SEA,EWR,0.2511,NORMAL
3702,VPS → DFW → BWI,VPS,BWI,0.2511,NORMAL
3703,KOA → DFW → BWI,KOA,BWI,0.2511,NORMAL
3704,SAN → DFW → PHX,SAN,PHX,0.2511,NORMAL
3705,CVG → DFW → LEX,CVG,LEX,0.251,NORMAL
3706,STT → DFW → ICT,STT,ICT,0.251,NORMAL
3707,DAB → DFW → PHL,DAB,PHL,0.251,NORMAL
3708,BFL → DFW → MEM,BFL,MEM,0.251,NORMAL
3709,CHS → DFW → MSN,CHS,MSN,0.251,NORMAL
3710,RNO → DFW → MCO,RNO,MCO,0.251,NORMAL
3711,EUG → DFW → MSN,EUG,MSN,0.251,NORMAL
3712,SJU → DFW → MDT,SJU,MDT,0.251,NORMAL
3713,TUS → DFW → SLC,TUS,SLC,0.251,NORMAL
3714,BWI → DFW → MTJ,BWI,MTJ,0.251,NORMAL
3715,BFL → DFW → MSN,BFL,MSN,0.251,NORMAL
3716,CLE → DFW → MSO,CLE,MSO,0.2509,NORMAL
3717,RSW → DFW → JAC,RSW,JAC,0.2509,NORMAL
3718,PSP → DFW → SFO,PSP,SFO,0.2509,NORMAL
3719,CLE → DFW → LEX,CLE,LEX,0.2509,NORMAL
3720,DRO → DFW → SJU,DRO,SJU,0.2509,NORMAL
3721,GSO → DFW → SRQ,GSO,SRQ,0.2509,NORMAL
3722,SLC → DFW → SDF,SLC,SDF,0.2509,NORMAL
3723,MSO → DFW → DEN,MSO,DEN,0.2509,NORMAL
3724,DSM → DFW → FSD,DSM,FSD,0.2509,NORMAL
